tipo,material,producto,unidad,largo_cm,ancho_cm,alto_cm,orientacion,fuente_dimension,lineas,cantidad_total,peso_kg_total,volumen_m3_total,palets_total
caja,0CF0411,MOMENT TEA ROJO PU ERH 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,19,21.0,0.0,0.0,0.0
caja,0CF0412,MOMENT TEA ROOIBOS COPACABANA 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,51,82.0,0.0,0.0,0.0
caja,0CF0413,MOMENT TEA INFUANIS DIGST 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,27,33.0,0.0,0.0,0.0
caja,0CF0414,MOMENT TEA GREEN MATCHA 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,13,18.0,0.0,0.0,0.0
caja,0CF0415,MOMENT TEA TILA 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,13,16.0,0.0,0.0,0.0
caja,0CF0417,MOMENT TEA BLACKCHAI 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,15,17.0,0.0,0.0,0.0
caja,0CF0418,MOMENT TEA PU ERH STRAWBERRY 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,16,16.0,0.0,0.0,0.0
caja,0CF0419,MOMENT TEA NEGRO SUE. CAN. 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,20,27.0,0.0,0.0,0.0
caja,0CF0420,MOMENT TEA VERDE MO. HIERBA 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,38,45.0,0.0,0.0,0.0
caja,0CF0421,MOMENT TEA FRUTAS BOSQUE 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,70,104.0,0.0,0.0,0.0
caja,0CF0424,MOMENT TEA ROOIBOS ALBA 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,21,27.0,0.0,0.0,0.0
caja,0CF0875,AZUCAR M.PADEL OSONA 7G 1000U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,8.0,0.0,0.0,0.0
caja,0CF1035,XPLICIT DESCAFEINADO SOLUBLE 2G 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,15,45.0,9.0,0.0,0.0
caja,0CF1122,MOMENT TEA  CHAI TEA LATTE 10U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,82,170.0,0.0,0.0,1.7
caja,0CF1123,MOMENT TEA TE MATCHA LATTE 10UN,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,20,43.0,0.0,0.0,0.43
caja,0CF1123,MOMENT TEA  TÉ MATCHA LATTE 10U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,51,111.0,0.0,0.0,1.11
caja,0CF1138,MOMENT TEA MENTA POLEO 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,16,24.0,3.5999999999999996,0.0,0.0
caja,0CF1140,MOMENT TEA MANZANILLA 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,16,73.0,10.95,0.0,0.0
caja,0CF1141,MOMENT TEA TE VERDE 25U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,22,26.0,3.9,0.0,0.0
caja,0CF1142,MOMENT TEA TILA 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,4.0,0.6,0.0,0.0
caja,0CF1143,MOMENT TEA TE ROJO 25U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.15,0.0,0.0
caja,0CF1144,MOMENT TEA TE NEGRO 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.6,0.0,0.0
caja,0LI0397,J&B WHISKY 3 BOT + 6 VASOS,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,8,11.0,0.0,0.023100000000000002,0.019250000000000003
caja,0LI2732,BAILEYS ORIGINAL CREMA WHISKY 70CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,11,13.0,54.6,0.05460000000000001,0.045500000000000006
caja,0LI2734,JOHNNIE WALKER RED WHISKY 70CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,8.4,0.008400000000000001,0.007000000000000001
caja,0LM0052,SAL GARCIA SAL RENTAV.PASTILLA 2KG 10U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,6.0,0.0,0.0,6.0
caja,0LM01002,D PALILLO CAÑAS PAPEL SPIRAL 6X230m 250U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.84,0.0,0.13333333333333333
caja,0LM0133,PLA ESTROPAJO ACERO INOX.  40GR 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,7,7.0,0.0,0.0,0.058333333333333334
caja,0LM0137,PLA PAÑO VAJILLA AZUL PACK 12U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM0181,TECNOPACKING BLOC DE NOTAS 10U HOST,UN,0.0,0.0,0.0,sin directa,sin dimensiones,29,76.0,0.0,0.0,0.0
caja,0LM0200,MACOPAL BANDEJA 3 CANELONES   100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,11,15.0,0.0,0.0,0.0
caja,0LM0201,MACOPAL BANDEJA 6 CANELONES   100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,23,25.0,0.0,0.0,0.0
caja,0LM0202,MACOPAL BANDEJA 12 CANELONES   100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,12,12.0,0.0,0.0,0.0
caja,0LM0203,MACOPAL TAPA BANDEJA 3 CANELONES   100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,10,16.0,0.0,0.0,0.0
caja,0LM0204,MACOPAL TAPA BANDEJA 6 CANELONES   100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,18,20.0,0.0,0.0,0.0
caja,0LM0205,MACOPACK TAPA BANDEJA 12 CANELONES 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,11,11.0,0.0,0.0,0.0
caja,0LM0316,VASO DE TUBO COMB 40CL 9U TMXC,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM0319,VASO CHUPITO 6CL 72U  TMXC,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM0376,TECNOPACKING BOLSA KRAFT 14+7X24 1000U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,15,20.0,0.0,0.0,0.0
caja,0LM0378,TECNOPACKING BOLSA KRAFT 18+10X50 1000U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM0391,ARCOROC COPA COMBINADO ARC 62 CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
caja,0LM0396,SANTEX GUANTES VINILO AZUL TALLA P 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM0398,SANTEX GUANTES VINIL  AZUL TALLA G 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM0439,GC CELULOSA IND ECO 2C 2U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.0,0.0
caja,0LM0440,"PIEDRA HORNO 36,5X24 C/SOPORTE",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
caja,0LM0452,LEJIA FLOQUET 1L 15U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.06,0.05
caja,0LM0474,TECNOPACKING ESTROPAJO VERDE+ESPONJA 20U,PQ,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,0.0,0.0,0.0
caja,0LM0506,GC SECAMANOS NATURE 2C.106M 235X200 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,16,26.0,0.0,0.0,0.0
caja,0LM0540,BEST PLASTIC VASO TUBO VIDRIO 315cc 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,5.56,0.0,0.0
caja,0LM0572,QUID PLATO DOBLE 15X7CM SELECT 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.0
caja,0LM0582,SANTEX GUANTES NITRILO S/POLV NEGRO T S,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.002857142857142857
caja,0LM0583,SANTEX GUANTES NITRILO S/POLV NEGRO T L,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,9,12.0,0.0,0.0,0.017142857142857144
caja,0LM0584,SANTEX GUANTES NITRILO S/POLV NEGRO T M,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,29,47.0,0.0,0.0,0.06714285714285714
caja,0LM0661,GC TOALLA MANO 2C.200x230 20U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,8,8.0,0.0,0.0,0.2222222222222222
caja,0LM0663,TECNOPACKING BLOC HOST TRIPLIC 10x15 10U,PAK,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0016666666666666668
caja,0LM0685,TECNOPACK BOLSA KRAFT VENT9+5X29CM 1000U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,6.6,0.0,0.0
caja,0LM0819,"ARTISAN CUCHILLO CARNE  11,5CM 6U",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
caja,0LM0842,CAÑAS PAPEL BIO KRAFT (IND)200X6MM 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,6,8.0,0.0,0.0,0.0
caja,0LM0917,QUIDCUCHILLO MESA INOX HOTEL 217MM 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,2.0
caja,0LM0940,TAPA VASO CAFE L 125ML  100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,1.0
caja,0LM0951,FLOQUET LLEJIA 2L  6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,0.0,0.0,0.06818181818181818
caja,0LM1048,PLATO POSTRE 19CM GLACIAL 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM1049,CUCURUCHO PARA PATATAS (MEDIANO) 50U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,20.0,0.0,0.0,0.0
caja,0LM1107,BARQUETA CONICA KRAFT 300M 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,4.0,0.0,0.0,0.0
caja,0LM1108,CAJA BURGER KRAFT GRANDE 150X150 70-50U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,3.18,0.0,0.0
caja,0LM1518,FINISH LAVAVAJILLAS  25+7U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,5.0,0.0,0.0,0.06944444444444445
caja,0LM1613,"ARCOROC BOL PORCELANA CUADRADO 9,5CM 6U",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM1615,"ARCOROC BOL PORCELANA OVALADO 9,5CM 6U",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM1628,"GC DCR MANTELES BURDEOS 1,20X50CM 41U",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.0
caja,0LM1656,GC  HIGIENICO JUMBO 2C 18U 173M,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,7,7.0,0.0,0.0,0.0
caja,0LM1675,DPALILLO TOALLITAS REFRESCANTES BIO 100U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,5.0,0.0,0.0,0.0
caja,0LM1682,GC HIGIENICO JUMBO 2C COMPAC ECO 18U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,87,95.0,0.0,0.0,0.0
caja,0LM1683,GC ECO SECAMANOS 2C 300X184MM 143M 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,169,189.0,0.0,0.0,0.0
caja,0LM1976,BORMIOLI VASO CANALISA 20CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,9.72,0.0,0.0
caja,0LM2310,GC MANTEL TOKYO BLANCO 30x40 500U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,9,13.0,31.2,0.0,0.0
caja,0LM2321,GC MANTELES BUEN PROVECHO BURDEOS 30x40,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,10,13.0,31.199999999999996,0.0,0.0
caja,0LM2340,GC MANTELES. TOKYO 1C BLANC 30X40 500U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,7,7.0,0.0,0.0,0.0
caja,0LM2389,COPA COÑAC 15CL 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0LM2481,GC HIGIENICO 2C. ECO+495/100M-18U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,52,57.0,0.0,0.0,0.0
caja,0LM2482,GC SECAMANOS 2C. 106M 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
caja,0LM2487,RESMA PAPEL HORNO 40X60 39G 500U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,10.44,0.0,0.0
caja,0LM2493,GC HIGIENICO 2C. 140S 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,6,7.0,0.0,0.0,0.0
caja,0LM2533,FERRER KIT BABERO CALÇOTS 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.0
caja,0LT0061,SOLAR LECHE ENTERA  1L BRIK 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,26,73.0,474.5,0.438,0.5214285714285715
caja,0RA0186,SANDEVID TDV LIMON 33CL VNR 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,13,15.0,125.25,0.1188,0.099
caja,0RA0207,"SANDEVID SPRITZ 27,5CL PACK 12U",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,24.0,0.019799999999999998,0.04081632653061224
caja,0RA0208,SANDEVID SPRITZ ROSCA 75CL PACK 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,4.5,0.0045,0.009523809523809525
caja,0RF0010,"LIMON GLAS 1,5 S/R 6U",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,91,132.0,0.0,1.188,0.99
caja,0RF0948,FRITZ-KOLA ORIGINAL 33CL 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,6.0,54.0,0.04752,0.1111111111111111
caja,0RF0954,FRITZ NARANJA 33CL 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,18.0,0.01584,0.037037037037037035
caja,0RF1081,GEISER SIFON  75CL VIDRIO RET 8U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,18,23.0,0.0,0.0,0.0
caja,0RF1094,CASA NEGRE GASEOSA 1L VR 10U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0RF1618,CASA NEGRE GASEOSA 1/2 VR 20U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,23.0,0.02,0.016666666666666666
caja,0RF1629,FRITZ-KOLA SUPERZERO 33CL SR 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,18.0,0.01584,0.037037037037037035
caja,0VE0081,"CUNE 37,5CL CRIANZA 12U",CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,0VE0704,ESPINALER VERMUT VINTAGE 50CL 6U,CAJ,100.0,120.0,169.0,sin directa,PAL dimensiones referencia,1,2.0,34.0,0.01584,0.03333333333333333
caja,0VE1446,YZAGUIRRE CLASICO ROJO 1L+ VASOS 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.012,0.01
caja,0VE2636,CODORNIU BENJAMIN SECO 20CL PACK 3,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,9,33.0,0.0,0.019799999999999998,0.0165
caja,0VE2851,GRAN DUQUE BLANCO 1L BRIK 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,12,12.0,144.0,0.0,0.0
caja,0VE2852,GRAN DUQUE TINTO 1L BRIK 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,12,16.0,192.0,0.0,0.0
caja,0VE3241,CASA MARIOL VINO SYRAH RESERVA 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,7.5,0.0045,0.008333333333333333
caja,0VE3248,CASA MARIOL VINO GARNATXA TINTO 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,15.0,0.009,0.016666666666666666
caja,0VE4924,AC COSTA DAS DORNAS 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.016
caja,0VE4961,HEREDAD IBIAN RIOJA TINTO 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,6,12.0,90.0,0.05399999999999999,0.096
caja,0VE4962,HALLAZGO BLANCO JOVEN 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,10,10.0,7.5,0.0075,0.09523809523809525
caja,0VE5041,HEREDAD IBIAN RIOJA CRIANZA 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,6.0,45.0,0.026999999999999996,0.048
caja,0VE5073,SOLAR SAMANIEGO CRIANZA BEL 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,16,22.0,168.95999999999998,0.09899999999999999,0.18333333333333332
caja,0VE5250,GRANZA ROSADO ECO 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,18.0,0.018,0.032
caja,0VE5251,GRANZA VERDEJO ECO 75CL 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,9,14.0,63.0,0.063,0.112
caja,0ZU0018,GRANINI  ARANDANOS 20CL 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,31,31.0,260.40000000000003,0.1488,0.34444444444444444
caja,0ZU0086,GRANINI NARANJA 20CL MINIBRIK 30U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,13,13.0,78.0,0.078,0.065
caja,0ZU0110,GRANINI POMELO ROSA 1L PET 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,8.5,0.006,0.010526315789473684
caja,0ZU0112,JUVER NARANJA 850ML 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.010199999999999999,0.022222222222222223
caja,0ZU0127,JUVER TOMATE 1L BRIK 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,11,11.0,0.0,0.132,0.11
caja,0ZU0128,JUVER ZUMO MANZANA 20CL 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,17.6,0.0096,0.022727272727272728
caja,0ZU0217,PAGO COCTEL DE FRESA  20CL SR 12U,CAJ,100.0,120.0,169.0,sin directa,PAL dimensiones referencia,3,3.0,25.200000000000003,0.0,0.013888888888888888
caja,0ZU0221,PAGO PIÑA 1L PET 6U,CAJ,100.0,120.0,169.0,sin directa,PAL dimensiones referencia,4,4.0,25.2,0.0,0.038461538461538464
caja,0ZU0273,JUVER DISFRU. MELOCOTO SLIM S/AZU 1L 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,11,13.0,0.0,0.156,0.13
caja,0ZU0274,JUVER DISFRU PIÑA SLIM S/AZUCAR 1L 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,12,14.0,0.0,0.168,0.14
caja,0ZU0276,JUVER DISFRUTA PIÑA 20CL MB 30U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,12.0,0.0,0.0
caja,0ZU0277,JUVER DISFRUTA MELOCOTON 20CL MB 30U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,12.0,0.012,0.01
caja,0ZU0283,JUVER SEL. NARANJA CON PULPA 20CL 24U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,13,13.0,113.23000000000002,0.0624,0.14772727272727273
caja,0ZU0287,GRANINI ZANAHORIA-NARANJA 33CL 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,5,5.0,0.0,0.019799999999999998,0.03968253968253968
caja,0ZU0309,PAGO ACE 1L PET 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,7,19.0,0.0,0.114,0.1826923076923077
caja,0ZU0405,GRANINI INMUNE ZAN/NARJ NUEVA FORM 1L 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,0.0,0.018000000000000002,0.031578947368421054
caja,0ZU0743,JUVER DISFRU. NARANJA ESP SLIM 1L 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,13,16.0,208.0,0.192,0.16
caja,0ZU0754,GRANINI PIÑA 3X20CL MINIBRICK 30U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,27,28.0,168.0,0.168,0.14
caja,0ZU0755,GRANINI MELOCOTON 3X20CL MINIBRICK 30U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,32,33.0,198.0,0.198,0.165
caja,1PLV0145,BANDEJA CACAOLAT 6x100ud,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,3.0,0.0,0.0,0.0
caja,1PLV0179,VASO SIDRA BALLANTINES 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,11,11.0,0.0,0.0,0.0
caja,1PLV0485,COPA GINGER LICOR 43 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.0,0.0
caja,1PLV0754,XPLICIT VAJILLA C.LECHE TAZA/PLATO 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.009259259259259259
caja,1PLV0756,XPLICIT VAJILLA CAFÉ TAZA/PLATO 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,9,10.0,0.0,0.0,0.09259259259259259
caja,1PLV0758,XPLICIT VAJILLA CORTADO TAZA/PLATO 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.018518518518518517
caja,1PLV1141,MOMENT TEA TAZA PORCELANA 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.02
caja,1PLV1156,VASO CHUPITO FROSTED VILLA MASSA 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,0.0,0.0,0.0
caja,1PLV1157,FERRER KIT BABERO CALÇOTS 12U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.0,0.0
caja,1PLV1159,CACAOLAT WELCOME PACK,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,10.0,0.0,0.0,0.20833333333333331
caja,1PLV635,BONKA TAZA CAFE SOLO 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,6,24.0,0.0,0.0,1.0
caja,1PLV636,BONKA TAZA CAFE CORTADO 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,7,24.0,0.0,0.0,1.0
caja,1PLV637,BONKA TAZA CAFE CON LECHE 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,13.0,0.0,0.0,0.5416666666666666
caja,1PLV971,BONKA PLATOS SUELTOS CAFÉ/CORTADO 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,31.0,0.0,0.0,1.2916666666666667
caja,1PLV972,BONKA PLATOS SUELTOS CAFÉ LECHE 6U,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,4,15.0,0.0,0.0,0.625
caja,3ENV0017,C.C.COBEGA VR35/VR30,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,3ENV0021,CAJA+BOTELLA COLA VR237,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,221,375.0,0.0,0.0,0.0
caja,3ENV0023,CAJA BOTELLA SPRITE VR20,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.0
caja,3ENV0029,C.C. CACAOLAT 30 U.,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,920,1232.0,0.0,0.0,0.0
caja,3ENV0033,C.C. GVC 330 MALAVELLA/1881,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,3,7.0,0.0,0.0,0.0
caja,3ENV0038,C.C.GASEOSA 1/2 FUENTPINOS     ,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,65,86.0,0.0,0.0,0.0
caja,3ENV0040,C.C. AGUA 1/4 VICHY-FONT D'OR,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,32,52.0,0.0,0.0,0.0
caja,3ENV0041,C.C. AGUA 1/2 VICHY-FONT D'OR,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,258,602.0,0.0,0.0,0.0
caja,3ENV0042,C.C. AGUA 1/1 VICHY-FONT D'OR,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,125,935.0,0.0,0.0,0.0
caja,3ENV0044,C.C. SIFON,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,21,27.0,0.0,0.0,0.0
caja,3ENV0053,BOTELLA LETONA VIDR,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,30.0,0.0,0.0,0.0
caja,3ENV0058,C.C. 1/2 FONT D'OR MAXIMUM,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,75,352.0,0.0,0.0,0.0
caja,3ENV0059,C.C. 1/1 FONT D'OR MAXIMUM,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,66,540.0,0.0,0.0,0.0
caja,3ENV0060,C.C.GASEOSA ZALA SANMY 1/2,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,79,161.0,0.0,0.0,0.0
caja,3ENV0062,BOTELLA CACAOLAT,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,6.0,0.0,0.0,0.0
caja,3ENV0073,BOTELLA Vichy-1/4,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,31.0,0.0,0.0,0.0
caja,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,784,1077.0,0.0,0.0,0.0
caja,3ENV0576,CAJA + BOTELLAS MALAVELLA 30CL,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,11,28.0,0.0,0.0,0.0
caja,3ENV075,CC GASOSA CASA NEGRE 1/1,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,3ENV1281,C.C. LECHE LETONA (NUEVO),CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,879,2102.0,0.0,0.0,0.0
caja,3ENV1295,CC GASOSA CASA NEGRE 1/2,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
caja,BT12V,BOTELLA 1/2 RET. VERI,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,20.0,0.0,0.0,0.0
caja,BT13,BOTELLAS 1/3,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,92.0,0.0,0.0,0.0
caja,CJ11V,CAJAS COMPLETAS 1/1 V,CAJ,0.0,0.0,0.0,sin directa,sin dimensiones,226,1623.0,0.0,0.0,0.0
