tipo,material,producto,unidad,largo_cm,ancho_cm,alto_cm,orientacion,fuente_dimension,lineas,cantidad_total,peso_kg_total,volumen_m3_total,palets_total
otros,0AM0202,ITAC CACAHUETE VIRG PELADO FRITO SAL 2KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,13,17.0,0.0,0.0,0.14166666666666666
otros,0AM0212,GALLO ESPAGUETI Nº3 ESP HOSTELERIA 3KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,7.0,0.0,0.0,0.058333333333333334
otros,0AM0213,GALLO MACARRONES PULMAS Nº6 ESP HOST 3K,UN,0.0,0.0,0.0,sin directa,sin dimensiones,15,21.0,0.0,0.0,0.03888888888888889
otros,0AM0227,FRYTOP GOLD ACEITE PARA FREIR 25 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.1,0.12121212121212122
otros,0AM0229,DOMESOL ACEITE DE GIRASOL 5 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,15.0,0.0,0.075,0.08333333333333333
otros,0AM0230,DOMESOL ACEITE GIRASOL 25L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.05,0.08333333333333333
otros,0AM0231,DOMOLIVA ACEITE DE OLIVA INTENSO 5 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,5.0,0.0,0.025,0.03787878787878788
otros,0AM0232,DOMOLIVA ACEITE DE OLIVA SUAVE 5 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,9.0,0.0,0.045,0.06818181818181818
otros,0AM0233,DOMOLIVA ACEITE DE OLIVA VIRGEN EXTRA 5L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,4.8,0.005,0.005555555555555556
otros,0AM0237,FEMUA VINAGRE DE VINO NEGRO 5 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,16.0,0.0,0.08,0.1
otros,0AM0238,FEMUA VINAGRE DE VINO BLANCO 5 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,20,91.0,0.0,0.455,0.56875
otros,0AM0240,GALLO HELICES CON VEGETAL 3 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.012,0.047619047619047616
otros,0AM0248,"GALLINA BLANCA CALDO CONC.PESCADO RJ 0,5",UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,45.0,145.35,0.022500000000000003,0.3125
otros,0AM0249,GALLINA BLANCA CALDO CONCEN CARNE 50CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,24.0,77.52,0.012,0.16666666666666666
otros,0AM0250,"GALLINA BLANCA CALDO CONCEN POLLO 0,5 L.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,87.0,281.01,0.043500000000000004,0.6041666666666666
otros,0AM0251,PALADIN CHOCOLATE A LA TAZA 33G 30U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.03
otros,0AM0254,KIKKOMAN SALSA SOJA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.0,0.0
otros,0AM0263,"ORLANDO KETCHUP 1,8 KG.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,7,8.0,0.0,0.0,0.0
otros,0AM0264,CHOVI SALSA ALLIOLI 2KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,26,30.0,0.0,0.0,0.13392857142857142
otros,0AM0272,"FAISAN TIBURON Nº 1, 5 KG.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.016666666666666666
otros,0AM0282,REPESCA ANCHOA EN ACAITE 100 FILETES,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,7.0,0.0,0.0,0.0035
otros,0AM0283,REPESCA BOQUERON EN ACEITE 570 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,6.0,0.0,0.0,0.003
otros,0AM0285,JUANFRA ACEITUNAS RELLENAS DE ANCHOA 2KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,61,267.0,0.0,0.0,2.67
otros,0AM0286,EUROCEBOLLAS CEBOLLA FRITA CARAMELZ.500G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,11.0,0.0,0.0,0.005456349206349206
otros,0AM0288,SALSA VIANDOX 160G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,8.0,0.0,0.0,0.004761904761904762
otros,0AM0293,PAY PAY ALMEJA AL NATURAL OL120 F.A.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,5.0,0.0,0.0,0.002857142857142857
otros,0AM0297,PAY PAY CHIPIRON SALSA AMERICANA OL120,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,12.0,0.0,0.0,0.047619047619047616
otros,0AM0300,PAY PAY NAVAJAS AL NATURAL OL120 F.A.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,20.0,0.0,0.0,0.07936507936507936
otros,0AM0302,AZUCARERA AZUCAR 25 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,13,15.0,0.0,0.0,0.0075
otros,0AM0308,DELOUISE VINAGRE BALSAMICO MODENA 50CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,0.0,0.0015,0.03
otros,0AM0310,"CHOVI MAYO25 MAYONESA SUAVE ESP.HOST3,6L",UN,0.0,0.0,0.0,sin directa,sin dimensiones,28,32.0,0.0,0.0,0.0
otros,0AM0313,"CELORRIO MAYONESA 3,6 KG.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,16,16.0,0.0,0.0,0.08333333333333333
otros,0AM0315,BAYMAR ATUN BOLSA 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,61,120.0,0.0,0.0,0.18518518518518517
otros,0AM0322,FAISAN FIDEOS Nº 1 FINO 5KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,5.0,0.0,0.0,0.08333333333333333
otros,0AM0323,SALSA KIM VE WONG SOJA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,11.0,0.0,0.011,0.11
otros,0AM0325,CERVANTES ENEBRO 120 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.004166666666666667
otros,0AM0331,BAYO ARROZ BASMATI 5 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.03
otros,0AM0332,ESPINALER SALSA 75 CL.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,14,20.0,0.0,0.01504,0.005668934240362812
otros,0AM0343,ORLANDO TOMATE FRITO 2KG BRIK,UN,0.0,0.0,0.0,sin directa,sin dimensiones,25,64.0,0.0,0.0,1.0666666666666667
otros,0AM0352,GB SALSA PIMIENTA VERDE DESHIDRATAD 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.0,0.017857142857142856
otros,0AM0354,GB SALSA DEMI GLACE DESHIDRATADA 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.0,0.017857142857142856
otros,0AM0359,REDONDO ACEITUNA PARTIDA 9 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,43,45.0,0.0,0.0,0.3125
otros,0AM0360,REDONDO ACEITUNA GAZPACHA 9 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.013888888888888888
otros,0AM0361,REDONDO ACEITUNA PERDIGON 9 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,26,49.0,0.0,0.0,0.3402777777777778
otros,0AM0362,REDONDO COCTEL DE ACEITUNAS 9 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,57,60.0,0.0,0.0,0.41666666666666663
otros,0AM0364,CHOVI SALSA CESAR 85CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,9,27.0,0.0,0.022869,0.046875
otros,0AM0365,CHOVI SALSA DE YOGUR 85CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,8.0,0.0,0.006776,0.013888888888888888
otros,0AM0366,CHOVI SALSA DE MIEL Y MOSTAZA 82CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,11.0,0.0,0.009316999999999999,0.01909722222222222
otros,0AM0369,SAL COSTA SAL FINA DE MESA 5 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,9.0,0.0,0.0,0.18
otros,0AM0405,VALERIO GUINDILLAS EN VINAGRE 180 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
otros,0AM0407,LEYENDA BROTES DE SOJA 370 ML.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,7.0,0.0,0.0,0.0175
otros,0AM0417,VALERIO ZANAHORIA RALLADA 370 ML.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,14,24.0,0.0,0.0,0.06
otros,0AM0421,"MILLAS ALIOLI CUBO 1,85L",UN,0.0,0.0,0.0,sin directa,sin dimensiones,30,51.0,92.82000000000001,0.0,0.51
otros,0AM0425,CHOVI SALSA BARBACOA 2KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,18,26.0,0.0,0.0,0.015476190476190477
otros,0AM0451,GALLO HARINA DE TRIGO HORECA 5KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,34,57.0,0.0,0.0,1.0555555555555556
otros,0AM0453,CERVANTES PIMIENTA NEGRA MOLIDA 200 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.004166666666666667
otros,0AM0459,CERVANTES PIMENTON DULCE 200 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.008333333333333333
otros,0AM0463,GALLO MACARRONES RALLADOS 3 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
otros,0AM0484,CACAOLAT PASTELITOS P10,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0004
otros,0AM0492,CHOVI SALSA CESAR 25CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,0.0,0.00075,0.005208333333333333
otros,0AM0493,CHOVI SALSA DE MIEL Y MOSTAZA 25CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0005,0.003472222222222222
otros,0AM0501,CHOVI MOSTAZA AMARILLA 260G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,5.0,0.0,0.00125,0.002976190476190476
otros,0AM0502,CHOVI SALSA BRAVA 265G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,12.0,0.0,0.003,0.0071428571428571435
otros,0AM0504,CHOVI SALSA ALLIOLI AMB OU CAMPERO 25CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,8.0,0.0,0.002,0.004761904761904762
otros,0AM0509,BORNIER MOSTAZA ANTIGUA EN GRANO 210 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0033333333333333335
otros,0AM0533,RANCHERA M XICO SALSA GUACAMOLE 2 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.01
otros,0AM0535,RANCHERA M XICO SALSA MEJICANA 2 L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.006666666666666667
otros,0AM0539,GALLO LASAÑA DE HUEVO 320 PLACAS 4KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.015384615384615385
otros,0AM0553,CHOVI SALSA BRAVA ESP PATATAS 1 KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,31,63.0,0.0,0.0,0.21000000000000002
otros,0AM0567,UBAGO ATUN TRONCO ACEITE DE GIRASOL 1000,UN,0.0,0.0,0.0,sin directa,sin dimensiones,9,17.0,0.0,0.0,0.026234567901234566
otros,0AM0580,KNORR CALDO PARA PAELLA 900G 144U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.005555555555555556
otros,0AM0587,SOUPEEX CALDO DE PESCADO DESHIDRATADO 1K,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.0
otros,0AM0589,SOUPEEX CALDO DE POLLO DESHIDRATADO 1 KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
otros,0AM0606,CERVANTES ESENCIA VAINILLA 60G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.00037037037037037035
otros,0AM0623,PONS VINAGRE BALSAMICO DE MODENA 5L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,10.0,0.01,0.01
otros,0AM0642,PEPUS BERBERECHO NATURAL MEDIANO,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,3.0,0.0,0.0,0.011904761904761904
otros,0AM0644,PEPUS MEJILLONES ESCABECHE GRANDE,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.007936507936507936
otros,0AM0661,CERVANTES PIMENTON AHUMADO LA VERA 200G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,10.0,0.0,0.0,0.0
otros,0AM0696,HELLMANN.S MAHONESA  5L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,19,146.0,0.0,0.0,0.0
otros,0AM0698,RIFACLI CREP CACAO 1125G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.0
otros,0AM0699,LA COCHURA GARBANZO CASTELLA 5KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
otros,0AM0700,NUTELLA 825 G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.0
otros,0AM0702,SALSA ROMESCO FERRER POT 660G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,19,60.0,0.0,0.0,0.0
otros,0AM0714,NUTELLA 3 KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,5.0,0.0,0.0,0.0
otros,0AM0724,ITAC COCTEL TAPEO FRUTOS SECOS 800G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,20,31.0,26.66,0.0,0.08611111111111111
otros,0AM0736,KNORR ROUX OSCURO 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,16.0,0.0,0.0,0.0
otros,0AM0738,GALLO PLUMAS Nº3 HOSTE. 3KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.0,0.0
otros,0AM0780,NOVOLIVA ACEITE DE ORUJO 5 L.,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,13,43.0,0.0,0.215,43.0
otros,0AM0783,LOTUS BISCOFF 300U,ZPR,0.0,0.0,0.0,sin directa,sin dimensiones,29,35.0,0.0,0.0,0.20833333333333331
otros,0AM0789,CORTIZO ATUN RALLADO A.GIRASOL RO 800G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,12.0,0.0,0.0,0.0
otros,0AM0799,MILLAS MAYONESA SUPREME 5 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,28,49.0,269.5,0.245,0.45370370370370366
otros,0AM0820,ESPINALER SALSA HOSTELERIA 2L GARRAFA,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.009,0.0075
otros,0AM0831,ESPINALER MEJILLONES ESCABECHE 14/16,UN,0.0,0.0,0.0,sin directa,sin dimensiones,17,99.0,10.989,0.1386,0.1155
otros,0AM0844,PAYPAY SARDINA ESCABECHE RR125,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,25.0,0.0,0.0,0.0
otros,0AM0860,AVECREM CALDO PESCADO S/GLUTEN 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,10.0,0.0,0.01,0.008333333333333333
otros,0AM0870,PONS VINAGRE MANZANA 50CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,14.0,0.0,0.007,0.005833333333333334
otros,0AM0874,DIETILINEA EDULCORANTE    100U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,16,38.0,0.0,0.0,0.013194444444444444
otros,0AM0940,TOT SNACK VEGECHIP MIX 600GR,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,6.0,0.0,0.0,0.0
otros,0AM0946,AVECREM CALDO VERDURA S/GLUTEN 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,101.0,0.0,0.101,0.08416666666666668
otros,0AM0955,"MILLAS SALSA BRAVA BOT PLASTICO 1,85 KG.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,2.0,0.0,0.0
otros,0AM0959,"MILLAS SALSA PAPAS BRAVA 1,85L",UN,0.0,0.0,0.0,sin directa,sin dimensiones,22,60.0,0.0,0.0,60.0
otros,0AM0960,AZUCARERA AZUCAR SACO 5KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,37,112.0,0.0,0.0,0.0
otros,0AM0964,AZUCARERA AZUCAR MORENO BRIC 750G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.0
otros,0AM0977,"MILLAS MAYONESA 1,85 KG.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,10.0,20.0,0.0,0.0
otros,0AM0986,MAIZENA EXPRES CLARA 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,33.0,0.0,0.0,0.0
otros,0AM1001,FEMUA VINAGRE DE SIDRA NATURAL 75 CL.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
otros,0AM1010,CAMARA ARROZ EXTRA 1 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,843.0,0.0,0.0,8.43
otros,0AM1011,LA COCHURA LENTEJA CAST. 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,3.0
otros,0AM1012,CHOVI MAYONESA CLAS. 5KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,20,30.0,0.0,0.0,0.0
otros,0AM1020,ESPINALER HIGADO DE BACALAO,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,6.0,0.6000000000000001,0.0,0.0
otros,0AM1028,PAY PAY ATUN A.OLIV.RO85 P3,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,73.0,0.0,0.0,0.0
otros,0AM1047,REYBER CHOCOLATE TRAD.30G 40U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,5.0,0.0,0.0,0.017361111111111112
otros,0AM1055,GALLINA BLANCA MAIZCREM GALLINA 2KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,12.0,25.2,0.0,0.05555555555555555
otros,0AM1058,LEYENDA HABITAS MINI BABY  345G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,7.0,3.71,0.0,0.0
otros,0AM1059,PAY PAY CALAMAR EN SALSA AMERICANA OL120,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,50.0,8.5,0.0,0.0
otros,0AM1061,"REDONDO PEPINILLOS 300/400 2,5 KG.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,5.0,24.1,0.0,0.03125
otros,0AM1075,HELIOS FRUTAPUN MERM.FRESA 350G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,6.0,0.0,0.0,0.0
otros,0AM1079,CHOVI SALSA CHEDDAR 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,6.0,6.54,0.0,0.013888888888888888
otros,0AM1090,CAMARA ARROZ EXTRA 5 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,10.08,0.0,0.011904761904761904
otros,0AM1091,CERVANTES PIMENTON PICANTE 200 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.5,0.0,0.0
otros,0AM1093,BORNIER MOSTAZA ANTIGUA  1000G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,7.0,7.3500000000000005,0.0,0.020833333333333332
otros,0AM1099,PAY PAY ZAMBURIÑAS SALSA DE VIEIRA OL120,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,5.0,0.8500000000000001,0.0,0.0
otros,0AM1100,LELIA ACEITUNA KALAMATA 1 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,9,11.0,11.0,0.0,0.022916666666666665
otros,0AM1104,MAIZENA EXPRESS OSCURA 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,5.0,0.0,0.0,0.1388888888888889
otros,0AM1105,FERRAR SALSA CALÇOTS 645G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,13,51.0,48.449999999999996,0.0,0.0
otros,0AM1108,CERVANTES ÑORAS  100G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.0,0.0
otros,0AM1112,FAISAN PISTON MEDIADO 5 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,5.12,0.0,0.014285714285714285
otros,0AM1125,ESPINALER BERBERECHOS 45/55,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.222,0.0,0.0
otros,0AM1126,ESPINALER BERBERECHOS OL120 55/65,UN,0.0,0.0,0.0,sin directa,sin dimensiones,20,177.0,19.647000000000002,0.0,0.0
otros,0AM1135,GB SALSA ALIOLI 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.004,0.0033333333333333335
otros,0AM1138,NOCILLA REPOSTERIA PROF S/ACEIT PALMA 2K,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,12.0,0.0,0.041666666666666664
otros,0AM1139,CERVANTES CAYENA MOLIDA 150GR,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,5.0,0.0,0.0,0.0
otros,0AM1144,PAY PAY MEJILLONES EN ESCABECHE 14/18,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,13.0,2.21,0.0,0.0
otros,0AM1175,"CHURRUCA COCTEL ORIGINAL 1,5 KG",UN,0.0,0.0,0.0,sin directa,sin dimensiones,28,29.0,0.0,0.0,0.13425925925925924
otros,0AM1180,NOCILLA CREMA CACAO 15G  72U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.005291005291005291
otros,0AM1192,FLAPER COCTEL FRUTOS SECO AHORRO BOLSA 1,UN,0.0,0.0,0.0,sin directa,sin dimensiones,12,18.0,0.0,0.0,0.06249999999999999
otros,0AM1194,GANCEDO COCTEL DE FRUTOS SECOS SUPER 2KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,17,18.0,0.0,0.0,0.375
otros,0AM1195,GANCEDO COCTEL FRUTOS SECOS ECONOMICO 1K,UN,0.0,0.0,0.0,sin directa,sin dimensiones,13,20.0,0.0,0.0,0.06944444444444445
otros,0AM1196,FLAPER MORRO CUBO 800GR,UN,0.0,0.0,0.0,sin directa,sin dimensiones,13,13.0,0.0,0.0,0.09285714285714286
otros,0AM1204,ESPINALER BOQUERON EN VINAGRE 10F 80G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,3.0,0.0,0.0,0.0025
otros,0AM1206,GANCEDO PASAS SULTANAS 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,11,11.0,0.0,0.0,0.03819444444444444
otros,0AM1213,PAY PAY PULPO TACOS ACEITE VEGETAL OL120,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,20.0,0.0,0.0,0.0
otros,0AM1221,CARRETILLA TOMATE TRITURADO 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,12.0,0.0,0.0,0.016666666666666666
otros,0AM1223,GANCEDO COCTEL FRUTOS SEC ENSALADA 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.0,0.013888888888888888
otros,0AM1225,GB TOMATE TOMAUNTA PULPA 800G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,48.0,44.160000000000004,0.0,0.07407407407407407
otros,0AM1239,PAYPAY BERBERECHO 55/65 OLI120,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,3.0,0.0,0.0,0.0
otros,0AM1240,GANCEDO OREJONES ALBARICOQUE N2 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,5.0,0.0,0.0,0.013020833333333332
otros,0AM1267,"REDONDO ACEITUNA PERDIGON ANCHOA 2,5 KG.",UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,10.0,48.6,0.0,0.0625
otros,0AM1268,VERISOL TOMATE ENTERO 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,24.0,0.0,0.0,0.0
otros,0AM1276,BARGALLO ACEITE OLIVA SUAVE 5L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,22,50.0,250.0,0.0,0.33333333333333337
otros,0AM1280,BARGALLO ACEITE DE ORUJO EXTRA 5L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,12,19.0,0.0,0.0,0.19
otros,0AM1282,BARGALLO OLI GIRASOL 5L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,32,77.0,385.0,0.0,0.5133333333333333
otros,0AM1284,BARGALLO OLI FRIT FRIT 10L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,12.0,0.0,0.013333333333333334
otros,0AM1290,XPLICIT AZUCAR 7GR  1000U,ZPR,0.0,0.0,0.0,sin directa,sin dimensiones,23,32.0,0.0,0.0,0.3950617283950617
otros,0AM1297,BARGALLO ACEITE PICUAL PREMIUM 500ML,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,18.0,9.0,0.0,0.0
otros,0AM1309,POLA SAL SAL FINA DE MESA 25 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,50.0,0.0,0.04
otros,0AM1322,PONS TRUFA NEGRA 25 CL.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,4.0,1.0,0.0,0.025
otros,0AM1325,SAL COSTA SAL GRUESA DE MESA 5 KG.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,10.0,0.0,0.0,0.2
otros,0AM1338,LEYENDA REMOLACHA RALLADA 370ML,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.0,0.01
otros,0AM1350,MALDON SAL MARINA EN ESCAMAS 250 G.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.001388888888888889
otros,0AM1361,CERVANTES FIDEOS CHOCOLATE 250 G,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,8.0,0.0,0.0,0.003703703703703704
otros,0AM1399,ITAC PIÑON MONDADO BASIC 1KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,1.11,0.001,0.018518518518518517
otros,0AM1405,ESPINALER SALSERA BAR COLL 200ML,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,7.0,0.0,0.0,0.010802469135802469
otros,0AM1406,"ESPINALER ACEITUNAS RELLENA 1,4KG",UN,0.0,0.0,0.0,sin directa,sin dimensiones,18,101.0,0.0,0.0,0.20039682539682538
otros,0AM1443,JUANFRA ACEITUNAS MANZANILLA 3KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,6.0,0.0,0.0,6.0
otros,0AM1474,BARGALLO OLI VERGE EXTRA GUINDILLA 250ML,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,3.0,0.0,0.0,0.0
otros,0AM1484,BARGALLO VINAGRE VINO TINT MARASCA 25CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,7,65.0,0.0,0.0,0.036111111111111115
otros,0AM1490,BARGALLO VINAGRE BALSAMIC MODENA 250ML,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,26.0,0.0,0.0,0.17333333333333334
